FollowUpID,LeadID,FollowUpDate,CallDuration,ResponseTimeMins,SiteVisit
8422_0,8422,2024-05-15,15,22,No
8423_0,8423,2024-11-13,9,73,No
8423_1,8423,2024-11-14,5,66,No
8424_0,8424,2024-04-26,1,7,No
8424_1,8424,2024-04-27,8,88,No
8424_2,8424,2024-04-28,7,88,No
8424_3,8424,2024-04-29,14,8,Yes
8425_0,8425,2024-06-21,9,64,No
8425_1,8425,2024-06-22,4,15,No
8425_2,8425,2024-06-23,1,76,Yes
8425_3,8425,2024-06-24,9,81,No
8426_0,8426,2024-01-25,9,90,No
8427_0,8427,2024-05-19,12,26,No
8427_1,8427,2024-05-20,10,111,No
8428_0,8428,2024-01-11,14,93,No
8428_1,8428,2024-01-12,8,101,No
8428_2,8428,2024-01-13,5,38,No
8428_3,8428,2024-01-14,8,31,No
8429_0,8429,2024-09-22,10,104,Yes
8429_1,8429,2024-09-23,2,66,No
8429_2,8429,2024-09-24,9,7,No
8429_3,8429,2024-09-25,3,84,Yes
8429_4,8429,2024-09-26,12,106,No
8430_0,8430,2024-11-09,12,32,No
8430_1,8430,2024-11-10,4,119,Yes
8430_2,8430,2024-11-11,13,74,No
8431_0,8431,2024-05-29,12,37,Yes
8431_1,8431,2024-05-30,11,56,No
8431_2,8431,2024-05-31,12,89,No
8431_3,8431,2024-06-01,12,13,Yes
8432_0,8432,2024-09-02,8,98,Yes
8432_1,8432,2024-09-03,10,66,No
8432_2,8432,2024-09-04,1,22,Yes
8433_0,8433,2024-09-25,12,63,Yes
8433_1,8433,2024-09-26,1,12,No
8433_2,8433,2024-09-27,6,50,No
8433_3,8433,2024-09-28,1,80,No
8433_4,8433,2024-09-29,7,114,No
8434_0,8434,2024-05-29,1,76,Yes
8434_1,8434,2024-05-30,4,93,No
8434_2,8434,2024-05-31,14,77,Yes
8435_0,8435,2024-05-31,3,3,No
8436_0,8436,2024-03-08,14,12,No
8436_1,8436,2024-03-09,13,10,No
8436_2,8436,2024-03-10,2,101,No
8437_0,8437,2024-06-11,3,69,Yes
8437_1,8437,2024-06-12,4,109,No
8437_2,8437,2024-06-13,3,102,No
8437_3,8437,2024-06-14,8,27,No
8437_4,8437,2024-06-15,3,79,No
8438_0,8438,2024-05-05,9,42,No
8438_1,8438,2024-05-06,15,97,Yes
8438_2,8438,2024-05-07,11,78,Yes
8438_3,8438,2024-05-08,13,33,No
8438_4,8438,2024-05-09,8,44,Yes
8439_0,8439,2024-11-05,15,54,Yes
8439_1,8439,2024-11-06,5,71,Yes
8440_0,8440,2024-06-29,15,89,No
8440_1,8440,2024-06-30,5,34,No
8440_2,8440,2024-07-01,13,113,No
8441_0,8441,2024-06-11,2,38,No
8441_1,8441,2024-06-12,5,75,No
8441_2,8441,2024-06-13,3,18,Yes
8442_0,8442,2024-03-10,7,81,Yes
8443_0,8443,2024-08-21,8,61,No
8444_0,8444,2024-04-14,6,28,No
8444_1,8444,2024-04-15,2,5,No
8444_2,8444,2024-04-16,13,111,No
8444_3,8444,2024-04-17,2,98,No
8444_4,8444,2024-04-18,1,52,Yes
8445_0,8445,2024-04-23,9,24,No
8445_1,8445,2024-04-24,13,115,No
8445_2,8445,2024-04-25,11,70,No
8445_3,8445,2024-04-26,8,105,Yes
8445_4,8445,2024-04-27,1,31,No
8446_0,8446,2024-02-20,6,64,Yes
8446_1,8446,2024-02-21,11,73,No
8446_2,8446,2024-02-22,15,47,Yes
8447_0,8447,2024-02-25,15,17,No
8447_1,8447,2024-02-26,14,100,No
8447_2,8447,2024-02-27,11,81,No
8448_0,8448,2024-06-20,15,109,No
8448_1,8448,2024-06-21,6,5,Yes
8448_2,8448,2024-06-22,5,117,Yes
8449_0,8449,2024-06-15,10,2,Yes
8450_0,8450,2024-01-03,1,120,Yes
8450_1,8450,2024-01-04,1,44,No
8450_2,8450,2024-01-05,6,85,Yes
8451_0,8451,2024-10-15,13,13,No
8452_0,8452,2024-12-05,4,106,No
8452_1,8452,2024-12-06,13,58,No
8452_2,8452,2024-12-07,2,22,No
8453_0,8453,2024-08-03,10,13,No
8453_1,8453,2024-08-04,14,85,No
8454_0,8454,2024-02-12,6,15,Yes
8454_1,8454,2024-02-13,2,91,No
8454_2,8454,2024-02-14,12,93,Yes
8454_3,8454,2024-02-15,9,49,No
8454_4,8454,2024-02-16,14,108,No
8455_0,8455,2024-06-26,3,114,No
8456_0,8456,2024-03-19,9,63,No
8456_1,8456,2024-03-20,4,41,No
8456_2,8456,2024-03-21,13,31,No
8457_0,8457,2024-10-20,8,110,Yes
8457_1,8457,2024-10-21,12,69,No
8458_0,8458,2024-09-12,12,18,No
8458_1,8458,2024-09-13,11,13,No
8458_2,8458,2024-09-14,5,81,No
8458_3,8458,2024-09-15,1,89,Yes
8459_0,8459,2024-03-16,1,64,No
8459_1,8459,2024-03-17,13,84,No
8459_2,8459,2024-03-18,3,67,Yes
8459_3,8459,2024-03-19,11,15,Yes
8459_4,8459,2024-03-20,2,26,No
8460_0,8460,2024-09-07,1,101,No
8460_1,8460,2024-09-08,3,93,Yes
8460_2,8460,2024-09-09,13,52,No
8460_3,8460,2024-09-10,6,104,No
8461_0,8461,2024-05-25,9,69,No
8461_1,8461,2024-05-26,11,117,No
8461_2,8461,2024-05-27,14,9,Yes
8461_3,8461,2024-05-28,9,7,No
8461_4,8461,2024-05-29,1,101,No
8462_0,8462,2024-04-12,13,34,No
8462_1,8462,2024-04-13,12,13,No
8463_0,8463,2024-02-11,7,67,No
8463_1,8463,2024-02-12,13,58,Yes
8463_2,8463,2024-02-13,12,30,No
8463_3,8463,2024-02-14,14,71,No
8464_0,8464,2024-06-01,1,28,No
8464_1,8464,2024-06-02,4,8,No
8464_2,8464,2024-06-03,1,80,No
8464_3,8464,2024-06-04,11,64,No
8464_4,8464,2024-06-05,10,60,No
8465_0,8465,2024-03-14,9,57,Yes
8465_1,8465,2024-03-15,8,7,Yes
8466_0,8466,2024-10-16,7,80,No
8466_1,8466,2024-10-17,8,64,No
8466_2,8466,2024-10-18,11,102,No
8466_3,8466,2024-10-19,6,32,No
8466_4,8466,2024-10-20,2,114,No
8467_0,8467,2024-09-07,13,115,No
8468_0,8468,2024-05-19,10,44,Yes
8469_0,8469,2024-09-23,8,74,Yes
8469_1,8469,2024-09-24,6,4,Yes
8470_0,8470,2024-12-01,12,94,Yes
8470_1,8470,2024-12-02,7,96,Yes
8471_0,8471,2024-04-27,8,59,No
8471_1,8471,2024-04-28,14,25,No
8471_2,8471,2024-04-29,3,43,No
8471_3,8471,2024-04-30,11,38,Yes
8472_0,8472,2024-01-05,1,16,Yes
8472_1,8472,2024-01-06,4,54,Yes
8472_2,8472,2024-01-07,11,30,Yes
8473_0,8473,2024-04-21,9,67,No
8473_1,8473,2024-04-22,11,5,No
8473_2,8473,2024-04-23,14,67,No
8473_3,8473,2024-04-24,3,117,Yes
8473_4,8473,2024-04-25,14,5,No
8474_0,8474,2024-10-17,5,32,Yes
8475_0,8475,2024-06-25,6,57,No
8475_1,8475,2024-06-26,13,11,No
8475_2,8475,2024-06-27,2,9,No
8475_3,8475,2024-06-28,14,5,Yes
8476_0,8476,2024-10-31,7,114,No
8476_1,8476,2024-11-01,6,14,Yes
8476_2,8476,2024-11-02,7,37,No
8476_3,8476,2024-11-03,8,113,No
8476_4,8476,2024-11-04,1,64,Yes
8477_0,8477,2024-04-07,14,107,No
8477_1,8477,2024-04-08,1,28,No
8477_2,8477,2024-04-09,9,118,Yes
8478_0,8478,2024-06-21,8,30,Yes
8479_0,8479,2024-01-08,10,15,No
8479_1,8479,2024-01-09,1,52,Yes
8479_2,8479,2024-01-10,1,4,No
8479_3,8479,2024-01-11,9,37,No
8479_4,8479,2024-01-12,4,31,No
8480_0,8480,2024-08-09,9,50,No
8480_1,8480,2024-08-10,4,67,Yes
8480_2,8480,2024-08-11,7,120,Yes
8481_0,8481,2024-06-08,10,20,No
8481_1,8481,2024-06-09,15,42,No
8481_2,8481,2024-06-10,5,87,No
8481_3,8481,2024-06-11,5,25,No
8481_4,8481,2024-06-12,15,31,Yes
8482_0,8482,2024-03-27,8,110,No
8482_1,8482,2024-03-28,8,7,No
8482_2,8482,2024-03-29,7,66,No
8483_0,8483,2024-11-17,12,27,No
8483_1,8483,2024-11-18,9,118,No
8483_2,8483,2024-11-19,11,37,No
8483_3,8483,2024-11-20,2,108,No
8483_4,8483,2024-11-21,6,113,Yes
8484_0,8484,2024-01-06,8,120,Yes
8484_1,8484,2024-01-07,13,22,No
8485_0,8485,2024-04-30,5,43,Yes
8485_1,8485,2024-05-01,9,34,No
8486_0,8486,2024-01-06,1,56,No
8487_0,8487,2024-11-09,15,108,No
8488_0,8488,2024-11-29,3,112,No
8488_1,8488,2024-11-30,2,23,Yes
8488_2,8488,2024-12-01,1,118,Yes
8488_3,8488,2024-12-02,12,102,Yes
8489_0,8489,2024-10-03,10,63,Yes
8490_0,8490,2024-04-11,4,27,No
8490_1,8490,2024-04-12,11,102,Yes
8490_2,8490,2024-04-13,7,31,No
8490_3,8490,2024-04-14,3,99,Yes
8490_4,8490,2024-04-15,8,92,No
8491_0,8491,2024-07-31,1,24,Yes
8491_1,8491,2024-08-01,4,92,Yes
8492_0,8492,2024-07-13,6,27,Yes
8492_1,8492,2024-07-14,15,75,No
8492_2,8492,2024-07-15,2,21,Yes
8493_0,8493,2024-07-17,10,18,Yes
8494_0,8494,2024-12-05,2,43,No
8494_1,8494,2024-12-06,4,90,No
8494_2,8494,2024-12-07,15,114,Yes
8495_0,8495,2024-08-21,6,34,No
8495_1,8495,2024-08-22,6,68,No
8495_2,8495,2024-08-23,4,102,No
8496_0,8496,2024-09-30,4,1,Yes
8496_1,8496,2024-10-01,10,76,No
8497_0,8497,2024-06-18,1,111,Yes
8497_1,8497,2024-06-19,3,100,No
8498_0,8498,2024-05-13,8,92,Yes
8498_1,8498,2024-05-14,11,117,No
8498_2,8498,2024-05-15,6,20,No
8498_3,8498,2024-05-16,7,80,No
8498_4,8498,2024-05-17,7,35,No
8499_0,8499,2024-04-25,9,2,No
8499_1,8499,2024-04-26,10,30,No
8500_0,8500,2024-11-10,10,22,Yes
8500_1,8500,2024-11-11,6,21,No
8501_0,8501,2024-01-12,14,23,Yes
8501_1,8501,2024-01-13,10,67,No
8501_2,8501,2024-01-14,7,66,No
8502_0,8502,2024-07-15,9,40,No
8502_1,8502,2024-07-16,10,43,Yes
8502_2,8502,2024-07-17,6,78,Yes
8502_3,8502,2024-07-18,8,3,No
8503_0,8503,2024-04-24,1,38,No
8503_1,8503,2024-04-25,8,4,No
8504_0,8504,2024-02-07,8,41,Yes
8504_1,8504,2024-02-08,13,15,No
8504_2,8504,2024-02-09,8,19,Yes
8504_3,8504,2024-02-10,3,92,No
8504_4,8504,2024-02-11,8,24,No
8505_0,8505,2024-05-25,12,115,No
8505_1,8505,2024-05-26,12,18,No
8505_2,8505,2024-05-27,4,89,Yes
8505_3,8505,2024-05-28,5,51,No
8505_4,8505,2024-05-29,3,33,No
8506_0,8506,2024-07-18,13,117,Yes
8506_1,8506,2024-07-19,10,59,Yes
8506_2,8506,2024-07-20,4,61,Yes
8506_3,8506,2024-07-21,5,68,No
8506_4,8506,2024-07-22,4,80,No
8507_0,8507,2024-09-25,8,23,Yes
8507_1,8507,2024-09-26,3,36,Yes
8507_2,8507,2024-09-27,12,92,No
8508_0,8508,2024-10-26,4,13,No
8508_1,8508,2024-10-27,1,6,No
8508_2,8508,2024-10-28,6,2,No
8508_3,8508,2024-10-29,7,75,No
8508_4,8508,2024-10-30,10,37,No
8509_0,8509,2024-05-03,13,115,No
8509_1,8509,2024-05-04,2,70,Yes
8510_0,8510,2024-02-06,8,112,No
8510_1,8510,2024-02-07,14,42,No
8510_2,8510,2024-02-08,1,71,No
8510_3,8510,2024-02-09,1,1,No
8510_4,8510,2024-02-10,6,47,No
8511_0,8511,2024-03-05,9,7,No
8511_1,8511,2024-03-06,2,29,No
8512_0,8512,2024-10-28,14,89,Yes
8513_0,8513,2024-04-28,8,62,No
8514_0,8514,2024-10-18,5,93,No
8514_1,8514,2024-10-19,1,68,No
8515_0,8515,2024-07-20,9,29,No
8515_1,8515,2024-07-21,6,69,Yes
8515_2,8515,2024-07-22,8,21,No
8516_0,8516,2024-04-30,2,15,Yes
8516_1,8516,2024-05-01,9,44,No
8516_2,8516,2024-05-02,7,86,No
8517_0,8517,2024-03-11,3,111,Yes
8517_1,8517,2024-03-12,10,48,Yes
8517_2,8517,2024-03-13,10,89,No
8517_3,8517,2024-03-14,3,2,Yes
8517_4,8517,2024-03-15,1,48,No
8518_0,8518,2024-08-07,2,27,No
8518_1,8518,2024-08-08,7,103,No
8518_2,8518,2024-08-09,9,46,Yes
8518_3,8518,2024-08-10,14,97,No
8518_4,8518,2024-08-11,15,37,No
8519_0,8519,2024-04-29,5,52,No
8519_1,8519,2024-04-30,12,47,Yes
8519_2,8519,2024-05-01,13,110,No
8520_0,8520,2024-07-30,15,20,No
8520_1,8520,2024-07-31,11,51,Yes
8520_2,8520,2024-08-01,3,30,Yes
8521_0,8521,2024-03-21,13,67,No
8522_0,8522,2024-09-12,2,94,Yes
8522_1,8522,2024-09-13,6,75,No
8522_2,8522,2024-09-14,8,37,Yes
8522_3,8522,2024-09-15,15,119,No
8523_0,8523,2024-01-17,15,115,Yes
8524_0,8524,2024-05-27,7,11,No
8524_1,8524,2024-05-28,4,61,No
8524_2,8524,2024-05-29,8,17,No
8524_3,8524,2024-05-30,7,67,No
8525_0,8525,2024-05-29,4,64,No
8525_1,8525,2024-05-30,9,57,Yes
8525_2,8525,2024-05-31,12,16,No
8525_3,8525,2024-06-01,4,24,No
8526_0,8526,2024-05-24,7,29,Yes
8526_1,8526,2024-05-25,1,56,No
8526_2,8526,2024-05-26,3,90,No
8526_3,8526,2024-05-27,5,118,No
8527_0,8527,2024-03-06,11,92,No
8527_1,8527,2024-03-07,7,47,No
8527_2,8527,2024-03-08,13,12,Yes
8527_3,8527,2024-03-09,1,107,No
8528_0,8528,2024-07-29,4,72,No
8529_0,8529,2024-06-07,12,88,No
8529_1,8529,2024-06-08,5,116,No
8530_0,8530,2024-03-18,4,95,Yes
8531_0,8531,2024-12-10,9,71,Yes
8531_1,8531,2024-12-11,8,106,No
8531_2,8531,2024-12-12,1,100,No
8531_3,8531,2024-12-13,9,30,Yes
8532_0,8532,2024-12-14,1,91,Yes
8532_1,8532,2024-12-15,10,13,Yes
8533_0,8533,2024-06-17,8,39,No
8533_1,8533,2024-06-18,12,7,No
8533_2,8533,2024-06-19,7,37,No
8534_0,8534,2024-07-07,1,57,Yes
8534_1,8534,2024-07-08,7,18,No
8535_0,8535,2024-07-12,14,109,No
8536_0,8536,2024-05-14,4,33,No
8536_1,8536,2024-05-15,12,2,No
8536_2,8536,2024-05-16,3,48,No
8537_0,8537,2024-01-13,14,45,No
8537_1,8537,2024-01-14,13,84,No
8537_2,8537,2024-01-15,1,65,Yes
8537_3,8537,2024-01-16,2,34,Yes
8537_4,8537,2024-01-17,2,60,No
8538_0,8538,2024-11-16,1,51,No
8538_1,8538,2024-11-17,2,108,No
8538_2,8538,2024-11-18,12,81,Yes
8539_0,8539,2024-03-08,7,44,Yes
8539_1,8539,2024-03-09,4,114,No
8539_2,8539,2024-03-10,14,88,No
8539_3,8539,2024-03-11,9,107,No
8539_4,8539,2024-03-12,8,95,No
8540_0,8540,2024-01-20,7,84,No
8540_1,8540,2024-01-21,4,47,No
8540_2,8540,2024-01-22,2,58,Yes
8540_3,8540,2024-01-23,1,83,No
8540_4,8540,2024-01-24,5,36,No
8541_0,8541,2024-07-07,4,73,No
8542_0,8542,2024-01-21,5,17,Yes
8542_1,8542,2024-01-22,15,113,No
8542_2,8542,2024-01-23,7,104,No
8542_3,8542,2024-01-24,12,91,Yes
8543_0,8543,2024-05-30,6,85,Yes
8543_1,8543,2024-05-31,14,88,Yes
8543_2,8543,2024-06-01,15,76,No
8543_3,8543,2024-06-02,11,38,No
8544_0,8544,2024-05-21,6,14,No
8544_1,8544,2024-05-22,12,120,No
8544_2,8544,2024-05-23,15,13,No
8544_3,8544,2024-05-24,14,115,No
8544_4,8544,2024-05-25,4,23,No
8545_0,8545,2024-08-08,10,81,Yes
8545_1,8545,2024-08-09,9,100,No
8545_2,8545,2024-08-10,2,91,Yes
8545_3,8545,2024-08-11,1,57,No
8546_0,8546,2024-07-27,5,20,No
8546_1,8546,2024-07-28,1,71,Yes
8546_2,8546,2024-07-29,6,65,No
8547_0,8547,2024-06-16,15,90,Yes
8547_1,8547,2024-06-17,4,90,No
8547_2,8547,2024-06-18,4,9,No
8548_0,8548,2024-04-17,13,3,No
8549_0,8549,2024-02-23,4,85,No
8549_1,8549,2024-02-24,5,71,Yes
8549_2,8549,2024-02-25,10,93,No
8549_3,8549,2024-02-26,12,69,No
8550_0,8550,2024-07-06,2,55,No
8550_1,8550,2024-07-07,12,43,No
8550_2,8550,2024-07-08,13,34,Yes
8550_3,8550,2024-07-09,14,113,Yes
8550_4,8550,2024-07-10,5,19,Yes
8551_0,8551,2024-03-04,12,107,Yes
8551_1,8551,2024-03-05,10,90,Yes
8551_2,8551,2024-03-06,11,62,Yes
8551_3,8551,2024-03-07,1,66,Yes
8551_4,8551,2024-03-08,1,94,Yes
8552_0,8552,2024-08-12,14,48,No
8553_0,8553,2024-09-16,1,49,No
8553_1,8553,2024-09-17,6,33,Yes
8554_0,8554,2024-08-28,9,16,Yes
8555_0,8555,2024-07-08,3,87,No
8555_1,8555,2024-07-09,12,57,No
8555_2,8555,2024-07-10,11,9,Yes
8556_0,8556,2024-02-11,6,68,No
8556_1,8556,2024-02-12,6,42,No
8556_2,8556,2024-02-13,4,85,Yes
8556_3,8556,2024-02-14,10,115,No
8557_0,8557,2024-08-24,2,10,Yes
8558_0,8558,2024-05-30,9,84,No
8559_0,8559,2024-11-28,4,14,Yes
8560_0,8560,2024-09-03,2,20,No
8560_1,8560,2024-09-04,7,15,No
8561_0,8561,2024-02-07,8,71,Yes
8561_1,8561,2024-02-08,3,10,No
8562_0,8562,2024-02-03,14,51,No
8562_1,8562,2024-02-04,10,101,No
8562_2,8562,2024-02-05,12,31,No
8562_3,8562,2024-02-06,5,92,No
8562_4,8562,2024-02-07,12,74,No
8563_0,8563,2024-10-15,5,26,No
8563_1,8563,2024-10-16,11,98,No
8563_2,8563,2024-10-17,15,85,Yes
8564_0,8564,2024-04-03,6,78,Yes
8565_0,8565,2024-04-11,9,15,No
8565_1,8565,2024-04-12,3,114,Yes
8566_0,8566,2024-07-27,4,87,Yes
8567_0,8567,2024-05-20,14,24,No
8568_0,8568,2024-04-08,4,72,No
8569_0,8569,2024-01-15,12,34,No
8569_1,8569,2024-01-16,15,53,No
8569_2,8569,2024-01-17,10,71,Yes
8569_3,8569,2024-01-18,7,55,No
8570_0,8570,2024-03-22,4,54,Yes
8570_1,8570,2024-03-23,1,120,Yes
8571_0,8571,2024-04-14,9,78,No
8571_1,8571,2024-04-15,10,50,No
8571_2,8571,2024-04-16,12,22,No
8571_3,8571,2024-04-17,11,108,Yes
8571_4,8571,2024-04-18,1,80,No
8572_0,8572,2024-02-05,11,39,No
8572_1,8572,2024-02-06,11,60,No
8572_2,8572,2024-02-07,5,88,Yes
8573_0,8573,2024-09-04,5,90,No
8573_1,8573,2024-09-05,5,27,No
8573_2,8573,2024-09-06,11,85,Yes
8574_0,8574,2024-02-15,13,100,No
8575_0,8575,2024-07-06,12,59,No
8576_0,8576,2024-04-25,3,47,No
8576_1,8576,2024-04-26,14,65,No
8576_2,8576,2024-04-27,10,92,No
8576_3,8576,2024-04-28,15,110,No
8577_0,8577,2024-01-28,6,72,Yes
8578_0,8578,2024-04-18,14,39,No
8578_1,8578,2024-04-19,7,114,Yes
8579_0,8579,2024-06-12,12,109,No
8579_1,8579,2024-06-13,6,114,No
8579_2,8579,2024-06-14,4,9,Yes
8579_3,8579,2024-06-15,13,31,No
8579_4,8579,2024-06-16,10,113,No
8580_0,8580,2024-12-12,15,3,Yes
8580_1,8580,2024-12-13,4,62,No
8581_0,8581,2024-08-25,11,11,No
8581_1,8581,2024-08-26,7,35,No
8581_2,8581,2024-08-27,11,112,No
8581_3,8581,2024-08-28,6,33,Yes
8581_4,8581,2024-08-29,11,22,No
8582_0,8582,2024-01-05,13,107,No
8582_1,8582,2024-01-06,6,116,No
8582_2,8582,2024-01-07,9,64,Yes
8582_3,8582,2024-01-08,11,23,Yes
8583_0,8583,2024-12-22,4,59,No
8583_1,8583,2024-12-23,10,38,No
8583_2,8583,2024-12-24,11,106,No
8584_0,8584,2024-08-11,9,97,No
8584_1,8584,2024-08-12,8,99,No
8584_2,8584,2024-08-13,13,5,No
8584_3,8584,2024-08-14,9,18,No
8584_4,8584,2024-08-15,8,63,No
8585_0,8585,2024-07-06,1,27,No
8585_1,8585,2024-07-07,5,65,No
8585_2,8585,2024-07-08,7,12,Yes
8585_3,8585,2024-07-09,10,17,No
8586_0,8586,2024-10-08,9,102,Yes
8586_1,8586,2024-10-09,4,44,Yes
8586_2,8586,2024-10-10,2,54,Yes
8586_3,8586,2024-10-11,9,58,No
8586_4,8586,2024-10-12,1,97,No
8587_0,8587,2024-05-06,2,95,No
8588_0,8588,2024-11-04,10,75,No
8588_1,8588,2024-11-05,13,103,Yes
8588_2,8588,2024-11-06,9,41,No
8588_3,8588,2024-11-07,4,103,Yes
8588_4,8588,2024-11-08,9,113,Yes
8589_0,8589,2024-10-22,5,18,Yes
8589_1,8589,2024-10-23,9,48,No
8589_2,8589,2024-10-24,5,60,No
8589_3,8589,2024-10-25,13,111,No
8589_4,8589,2024-10-26,6,112,No
8590_0,8590,2024-02-25,4,89,No
8590_1,8590,2024-02-26,3,71,No
8591_0,8591,2024-01-21,14,79,No
8591_1,8591,2024-01-22,5,60,No
8591_2,8591,2024-01-23,15,103,Yes
8591_3,8591,2024-01-24,7,35,No
8592_0,8592,2024-07-01,12,101,Yes
8592_1,8592,2024-07-02,14,34,Yes
8592_2,8592,2024-07-03,9,119,Yes
8593_0,8593,2024-08-12,14,32,No
8593_1,8593,2024-08-13,15,78,No
8593_2,8593,2024-08-14,7,63,No
8593_3,8593,2024-08-15,5,82,No
8594_0,8594,2024-06-24,11,90,Yes
8595_0,8595,2024-01-01,5,114,No
8595_1,8595,2024-01-02,7,103,No
8596_0,8596,2024-05-04,8,83,No
8596_1,8596,2024-05-05,12,50,Yes
8596_2,8596,2024-05-06,3,87,No
8596_3,8596,2024-05-07,12,57,Yes
8597_0,8597,2024-10-08,2,79,No
8597_1,8597,2024-10-09,13,120,No
8597_2,8597,2024-10-10,10,104,No
8597_3,8597,2024-10-11,3,80,No
8598_0,8598,2024-05-17,7,15,Yes
8598_1,8598,2024-05-18,8,37,No
8598_2,8598,2024-05-19,11,31,Yes
8598_3,8598,2024-05-20,14,114,No
8598_4,8598,2024-05-21,12,67,No
8599_0,8599,2024-12-22,3,12,Yes
8599_1,8599,2024-12-23,2,92,No
8599_2,8599,2024-12-24,10,118,Yes
8600_0,8600,2024-10-27,13,62,Yes
8600_1,8600,2024-10-28,5,16,No
8601_0,8601,2024-12-09,11,115,Yes
8601_1,8601,2024-12-10,14,68,No
8602_0,8602,2024-08-12,9,107,No
8602_1,8602,2024-08-13,12,118,No
8603_0,8603,2024-02-16,4,49,No
8603_1,8603,2024-02-17,9,59,No
8604_0,8604,2024-09-26,12,105,No
8605_0,8605,2024-05-28,9,99,No
8605_1,8605,2024-05-29,15,7,No
8605_2,8605,2024-05-30,2,110,No
8605_3,8605,2024-05-31,8,115,No
8605_4,8605,2024-06-01,2,57,No
8606_0,8606,2024-07-07,14,67,No
8606_1,8606,2024-07-08,12,19,Yes
8606_2,8606,2024-07-09,6,118,Yes
8607_0,8607,2024-12-08,15,115,No
8607_1,8607,2024-12-09,8,113,No
8607_2,8607,2024-12-10,3,89,Yes
8607_3,8607,2024-12-11,10,29,No
8608_0,8608,2024-09-10,11,106,No
8608_1,8608,2024-09-11,15,57,No
8608_2,8608,2024-09-12,3,28,Yes
8609_0,8609,2024-08-29,14,108,Yes
8610_0,8610,2024-05-01,4,96,No
8610_1,8610,2024-05-02,15,48,Yes
8610_2,8610,2024-05-03,10,61,Yes
8610_3,8610,2024-05-04,4,48,No
8611_0,8611,2024-11-11,6,44,No
8611_1,8611,2024-11-12,5,66,Yes
8611_2,8611,2024-11-13,5,70,No
8612_0,8612,2024-01-10,14,45,No
8612_1,8612,2024-01-11,10,10,No
8612_2,8612,2024-01-12,1,108,No
8613_0,8613,2024-01-29,3,115,Yes
8613_1,8613,2024-01-30,10,60,No
8614_0,8614,2024-03-16,1,97,No
8615_0,8615,2024-03-15,7,100,Yes
8615_1,8615,2024-03-16,5,17,No
8615_2,8615,2024-03-17,15,42,No
8616_0,8616,2024-01-09,12,34,No
8616_1,8616,2024-01-10,3,111,No
8616_2,8616,2024-01-11,11,83,No
8617_0,8617,2024-04-30,4,48,Yes
8617_1,8617,2024-05-01,11,86,No
8617_2,8617,2024-05-02,9,46,No
8618_0,8618,2024-01-12,11,89,Yes
8618_1,8618,2024-01-13,5,119,Yes
8619_0,8619,2024-08-09,7,77,No
8620_0,8620,2024-07-01,11,17,No
8620_1,8620,2024-07-02,3,68,Yes
8620_2,8620,2024-07-03,2,83,Yes
8620_3,8620,2024-07-04,6,15,No
8621_0,8621,2024-12-11,9,23,Yes
8621_1,8621,2024-12-12,1,9,Yes
8622_0,8622,2024-07-10,6,113,No
8623_0,8623,2024-05-24,13,119,No
8623_1,8623,2024-05-25,9,38,Yes
8623_2,8623,2024-05-26,15,101,No
8624_0,8624,2024-03-21,6,110,Yes
8624_1,8624,2024-03-22,12,32,No
8625_0,8625,2024-09-06,7,13,No
8625_1,8625,2024-09-07,12,88,Yes
8626_0,8626,2024-08-14,2,51,Yes
8626_1,8626,2024-08-15,6,49,Yes
8626_2,8626,2024-08-16,2,104,No
8626_3,8626,2024-08-17,10,56,No
8626_4,8626,2024-08-18,9,66,No
8627_0,8627,2024-08-30,4,27,No
8627_1,8627,2024-08-31,7,18,No
8627_2,8627,2024-09-01,13,27,No
8627_3,8627,2024-09-02,6,20,Yes
8628_0,8628,2024-05-23,15,57,Yes
8628_1,8628,2024-05-24,2,29,No
8628_2,8628,2024-05-25,2,45,No
8628_3,8628,2024-05-26,4,37,No
8629_0,8629,2024-11-11,4,27,No
8629_1,8629,2024-11-12,6,97,No
8629_2,8629,2024-11-13,9,40,No
8629_3,8629,2024-11-14,10,66,No
8629_4,8629,2024-11-15,5,8,No
8630_0,8630,2024-08-28,11,44,No
8630_1,8630,2024-08-29,6,105,Yes
8630_2,8630,2024-08-30,1,46,No
8630_3,8630,2024-08-31,8,58,No
8630_4,8630,2024-09-01,14,62,Yes
8631_0,8631,2024-01-30,9,117,No
8631_1,8631,2024-01-31,7,113,No
8632_0,8632,2024-02-25,14,23,No
8632_1,8632,2024-02-26,15,58,No
8632_2,8632,2024-02-27,2,102,No
8633_0,8633,2024-07-01,7,102,No
8633_1,8633,2024-07-02,1,104,No
8633_2,8633,2024-07-03,6,36,No
8633_3,8633,2024-07-04,11,80,No
8633_4,8633,2024-07-05,4,94,No
8634_0,8634,2024-12-06,2,6,No
8635_0,8635,2024-12-17,12,43,No
8635_1,8635,2024-12-18,1,55,No
8635_2,8635,2024-12-19,7,54,No
8636_0,8636,2024-11-14,2,5,Yes
8636_1,8636,2024-11-15,1,74,No
8636_2,8636,2024-11-16,7,68,No
8636_3,8636,2024-11-17,4,57,No
8636_4,8636,2024-11-18,9,15,No
8637_0,8637,2024-05-21,4,38,Yes
8637_1,8637,2024-05-22,6,30,No
8637_2,8637,2024-05-23,10,62,Yes
8637_3,8637,2024-05-24,6,70,No
